Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_584.jpg;0;0;0;0;99,66999;85,58897;0,0002354739;42,86865;-9,162538E-07
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_650.jpg;0,04468918;0;0;0;99,66999;85,58897;0,000233621;42,99936;-1,58273E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_718.jpg;0;0;0;0;99,66999;85,58897;0,0002336848;42,99936;-1,729538E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_781.jpg;0,1758099;0;0;0;99,66999;85,58897;0,0002324138;43,27792;-2,844461E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_850.jpg;0;0;0;0;99,66999;85,58897;0,0002324985;43,27792;-3,040409E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_914.jpg;0;0;0;0;99,66999;85,58897;0,000232562;43,27792;-3,187366E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_34_983.jpg;0;0;0;0;99,66999;85,58897;0,0002325831;43,27792;-3,23635E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_049.jpg;0;0;0;0;99,66999;85,58897;0,0002325831;43,27792;-3,23635E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_115.jpg;0;0;0;0;99,66999;85,58897;0,0002325831;43,27792;-3,23635E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_185.jpg;4,030137;0,1038995;0;0;99,66972;85,58874;359,9924;43,54113;0,0002376219
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_252.jpg;8,168035;0,3107944;0;0,0115962;99,67053;85,58961;0,01909393;43,7315;0,001726265
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_316.jpg;12,24551;0,514668;0;0,02964491;99,67252;85,59187;0,08218539;43,78027;0,007195085
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_382.jpg;15;0,7099893;0;0,06376319;99,67757;85,59819;0,2434305;43,93535;0,02878257
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_449.jpg;15;0,9075966;0;0,08034891;99,68319;85,60491;0,4026639;44,26517;0,03940196
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_519.jpg;11,1582;1;0;0,1373342;99,69183;85,61469;0,6171234;44,61774;0,02679668
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_581.jpg;7,105207;1;0;0,2036501;99,70254;85,62663;0,8510563;44,86981;-0,001820019
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_651.jpg;3,14724;1;0;0,2560559;99,72038;85,64653;1,188222;44,97598;-0,001978032
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_714.jpg;0;1;0;0,3257686;99,73558;85,66219;1,333452;45,0125;-0,001670113
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_781.jpg;0;1;0;0,3839085;99,74994;85,67686;1,217806;45,04674;-0,002982238
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_848.jpg;0;0,8994579;0;0,4277171;99,77266;85,69938;1,058349;45,08643;-0,0006231742
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_914.jpg;0;0,700099;0;0,4813541;99,79297;85,71963;1,020703;45,0646;0,0005626994
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_35_980.jpg;0;0,5006113;0;0,5172175;99,81518;85,74174;1,018593;45,12601;-0,001070828
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_047.jpg;0;0,3006945;0;0,5363074;99,84583;85,77229;1,011178;45,02299;0,0008267951
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_114.jpg;0;0,08797026;0;0,5663018;99,86931;85,79559;0,9933496;44,98212;-0,0008477379
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_181.jpg;0;0;0;0,5581607;99,89251;85,81866;0,9486879;44,95718;-0,0001007057
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_248.jpg;0;0;0;0,5567236;99,92287;85,84885;0,8507507;44,95433;0,0002000986
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_315.jpg;0;0;0;0,555247;99,94526;85,87119;0,7563412;44,9539;0,003343775
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_381.jpg;0;0;0;0,5532066;99,96739;85,89329;0,6467445;44,9539;0,006977669
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_448.jpg;0;0;0;0,5516055;99,9966;85,92245;0,4847431;44,9539;0,01110514
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_515.jpg;0;0;0;0,549943;100,0184;85,94417;0,3576733;44,9539;0,01362428
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_581.jpg;0;0;0;0,5476355;100,04;85,96581;0,2307184;44,95392;0,01564022
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_647.jpg;0;0;0;0,5458409;100,0689;85,99464;0,06817705;44,95393;0,01755476
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_714.jpg;0;0,1988461;0;0,5322551;100,09;86,01566;359,9344;44,95393;0,01842797
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_781.jpg;0;0,3989818;0;0,5406328;100,1117;86,03733;359,8313;44,94419;0,01882884
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_848.jpg;0;0,599169;0;0,5694319;100,1439;86,06947;359,8092;44,96534;0,0187504
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_914.jpg;0;0,7992604;0;0,5952033;100,1713;86,09685;359,8996;44,90984;0,01825447
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_36_981.jpg;0;0,9988503;0;0,6744486;100,2021;86,1276;0,09074914;44,98632;0,01700781
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_048.jpg;0;1;0;0,720599;100,2478;86,17326;0,4605275;45,03251;0,01545874
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_114.jpg;0;1;0;0,7624652;100,2844;86,20956;0,7414262;45,04574;-0,000951557
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_181.jpg;0;1;0;0,8207859;100,3229;86,24809;1,030387;45,04229;-0,001032993
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_248.jpg;0;1;0;0,872293;100,3769;86,3018;1,355136;45,05672;-0,002778423
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_315.jpg;0;1;0;0,9191579;100,4158;86,3402;1,285115;45,11902;-0,002990934
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_381.jpg;0;1;0;0,9935056;100,4566;86,38068;1,174904;45,15148;-0,0001341507
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_448.jpg;0;1;0;1,043276;100,5157;86,4396;1,141068;45,14226;-0,0002996539
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_518.jpg;0;1;0;1,097389;100,5634;86,48709;1,182388;45,12922;-0,0004968686
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_581.jpg;0;1;0;1,158795;100,6132;86,53684;1,252068;45,12219;-0,0008702565
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_650.jpg;0;1;0;1,202191;100,682;86,60533;1,267995;45,11034;-0,001103613
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_716.jpg;0;1;0;1,261938;100,7353;86,65842;1,233443;45,08677;-0,000610296
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_784.jpg;0;1;0;1,313994;100,8103;86,73307;1,23726;45,0755;-0,0007469059
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_850.jpg;0;0,900043;0;1,358213;100,8687;86,79122;1,239583;45,05449;-0,0008501572
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_915.jpg;0;0,706816;0;1,400384;100,9288;86,85099;1,241011;45,04154;-0,000596314
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_37_981.jpg;0;0,508045;0;1,441099;100,9901;86,91193;1,240603;45,03514;-0,0004293086
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_048.jpg;0;0,3071797;0;1,459419;101,0729;86,99411;1,224052;45,02371;-0,0003855667
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_114.jpg;0;0,1079946;0;1,469427;101,135;87,05575;1,181513;45,01486;-0,0003103593
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_181.jpg;0;0;0;1,468046;101,1966;87,11686;1,102745;45,0062;-0,0002143102
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_247.jpg;0;0;0;1,463966;101,2778;87,19746;0,9509143;44,99511;-7,845126E-06
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_314.jpg;0;0;0;1,459514;101,3382;87,25742;0,8125143;44,98822;0,002738541
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_381.jpg;0;0;0;1,453493;101,3981;87,3171;0,6612519;44,98457;0,0116586
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_448.jpg;0;0;0;1,44891;101,4775;87,39634;0,448687;44,98409;0,03075319
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_514.jpg;0;0;0;1,444258;101,5367;87,45547;0,2829851;44,98415;0,04370806
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_581.jpg;0;0;0;1,437935;101,5957;87,5144;0,1177616;44,98422;0,05462019
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_648.jpg;0;0;0;1,433116;101,6741;87,59278;359,9068;44,98433;0,06591253
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_715.jpg;0;0,1999047;0;1,429167;101,7332;87,65176;359,7697;44,98439;0,07196104
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_781.jpg;0;0,3995426;0;1,438444;101,7933;87,71159;359,6834;44,98004;0,06491604
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_848.jpg;0;0,6000745;0;1,455658;101,8758;87,79388;359,6686;44,97664;0,04960367
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_914.jpg;0;0,7998118;0;1,481162;101,94;87,85806;359,7397;44,97645;0,03919932
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_38_981.jpg;0;1;0;1,529704;102,0068;87,9248;359,8894;44,97641;0,02898457
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_048.jpg;0;1;0;1,573603;102,1002;88,0181;0,2055253;44,97634;0,0159283
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_114.jpg;0;1;0;1,61782;102,1732;88,09085;0,4975758;44,973;-0,0007415036
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_180.jpg;0;1;0;1,677676;102,248;88,16568;0,7923633;44,97362;-0,0008526011
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_249.jpg;0;1;0;1,722819;102,351;88,26822;1,185179;44,96721;-0,0008900092
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_316.jpg;0;1;0;1,781413;102,4296;88,34628;1,404458;44,95576;-0,002785259
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_381.jpg;0;1;0;1,819519;102,5064;88,42247;1,318225;44,94025;-0,001681846
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_450.jpg;0;1;0;1,884841;102,6129;88,52782;1,221912;44,92313;-0,0005208937
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_515.jpg;0;1;0;1,943286;102,6956;88,60968;1,207523;44,9108;-0,0005709812
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_582.jpg;0;1;0;1,987113;102,8096;88,72246;1,25066;44,89456;-0,0006485155
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_651.jpg;0;1;0;2,030953;102,8977;88,80952;1,311904;44,88178;-0,001079506
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_718.jpg;0;1;0;2,089453;102,9873;88,89804;1,341577;44,86885;-0,001299853
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_781.jpg;0;1;0;2,135158;103,0784;88,98794;1,329175;44,85544;-0,001269423
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_849.jpg;-2,157483;1;0;2,180982;103,2031;89,11021;1,300006;44,73214;-0,0002430145
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_917.jpg;-6,139026;1;0;2,237871;103,3005;89,2028;1,305679;44,27212;0,001004672
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_39_981.jpg;-10,11882;1;0;2,278761;103,4022;89,29423;1,304076;43,3139;359,9793
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_049.jpg;-14,11458;1;0;2,317331;103,5448;89,41171;1,233111;41,25035;359,8851
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_114.jpg;-10,07857;1;0;2,372189;103,6556;89,49798;1,120958;39,62024;359,8235
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_181.jpg;-6,24547;1;0;2,417719;103,7696;89,58482;1,016533;38,41213;359,7716
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_248.jpg;-2,222772;1;0;2,462016;103,9258;89,70374;0,9505137;37,57415;359,722
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_318.jpg;0;1;0;2,518232;104,0455;89,79613;0,9540676;37,41918;359,7236
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_385.jpg;0;1;0;2,560128;104,2086;89,92252;1,00829;37,41072;359,7641
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_448.jpg;0;1;0;2,602141;104,3336;90,01939;1,07688;37,42997;359,819
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_514.jpg;0;1;0;2,643835;104,461;90,11807;1,169218;37,45518;359,8877
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_581.jpg;0;1;0;2,699419;104,5905;90,21852;1,277295;37,48294;359,9709
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_650.jpg;0;1;0;2,739817;104,7669;90,35326;1,394662;37,47602;-0,00190117
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_715.jpg;0;1;0;2,798836;104,9003;90,45468;1,370323;37,45979;-0,001556341
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_784.jpg;0;1;0;2,843308;105,0815;90,59235;1,340693;37,43909;-0,0008326572
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_848.jpg;0;1;0;2,884191;105,2203;90,69766;1,354931;37,42099;-0,0008622857
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_914.jpg;0;1;0;2,924546;105,3611;90,80444;1,372602;37,40209;-0,001459785
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_40_981.jpg;0;1;0;2,980344;105,5037;90,91252;1,37297;37,38776;-0,001481242
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_41_048.jpg;0;1;0;3,021786;105,6968;91,05885;1,367455;37,37039;-0,001473072
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_41_117.jpg;0;1;0;3,063485;105,8442;91,17036;1,370587;37,35631;-0,001464694
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_41_181.jpg;0;1;0;3,11722;105,9935;91,28338;1,379429;37,34105;-0,001500729
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_41_250.jpg;0;1;0;3,158197;106,1956;91,4362;1,380901;37,32271;-0,001530353
/home/yulivee/Projekte/RoboticsNanodegree/Term1/Search_and_Sample_Return/RoboND-Rover-Project/OwnData/IMG/robocam_2017_05_29_20_15_41_316.jpg;0;1;0;3,199025;106,3495;91,55251;1,383315;37,30912;-0,001419813
